sanskrit_word,devanagari,english,pos,category,example,example_meaning
bāṛha,बाढ़,flood,noun,nature,बाढ़ अतिवृष्टिजलम्।,Flood is excess rain water.
khaṛaka,खड़क,drought,noun,nature,खड़क अनावृष्टिः।,Drought is lack of rain.
barf,बर्फ़्,ice,noun,nature,बर्फ़् हिमम्।,Ice is frozen water.
himaskhalanaḥ,हिमस्खलनः,avalanche,noun,nature,हिमस्खलनः हिमपातः।,Avalanche is snow fall.
vajranyaḥ,वज्रन्यः,thunder,noun,nature,वज्रन्यः मेघगर्जनम्।,Thunder is cloud rumbling.
vaidyutaḥ,वैद्युतः,lightning,noun,nature,वैद्युतः तडित्।,Lightning is electric flash.
dhuṁdhalāpanam,धुंधलापनम्,haze,noun,nature,धुंधलापनं धूमिलता।,Haze is smokiness.
dhūmaketuḥ,धूमकेतुः,smog,noun,nature,धूमकेतुः धूममिश्रितकोहरः।,Smog is smoke mixed fog.
pradūṣhaṇam,प्रदूषणम्,pollution,noun,nature,प्रदूषणं वातावरणदूषणम्।,Pollution is environment contamination.
ojonaḥ,ओजोनः,ozone,noun,nature,ओजोनः वायुमण्डलस्य अंशः।,Ozone is a part of the atmosphere.
kārban ḍāīāksāiḍa,कार्बन डाईऑक्साइड,carbon dioxide,noun,nature,कार्बन डाईऑक्साइडः वायुमिश्रणम्।,Carbon dioxide is an air mixture.
jalavāyu parivartanaḥ,जलवायु परिवर्तनः,climate change,noun,nature,जलवायु परिवर्तनः वैश्विकसमस्या।,Climate change is a global problem.
vaiśvikatāpavṛiddhi,वैश्विकतापवृद्धि,global warming,noun,nature,वैश्विकतापवृद्धिः पृथ्व्याः उष्णतावृद्धिः।,Global warming is Earth's heat increase.
prākṛtikā āpadā,प्राकृतिक आपदा,natural disaster,noun,nature,प्राकृतिक आपदा भयंकरी।,Natural disaster is terrifying.
paryāvaraṇam,पर्यावरणम्,environment,noun,nature,पर्यावरणं जीवनाधारः।,Environment is the basis of life.
saṁrakṣhaṇam,संरक्षणम्,conservation,noun,nature,संरक्षणं प्राकृतिकसंसाधनरक्षा।,Conservation is protection of natural resources.
punarchakraṇam,पुनर्चक्रणम्,recycling,noun,nature,पुनर्चक्रणं पुनः उपयोगः।,Recycling is reuse.
navīkaraṇīya ūrjā,नवीकरणीय ऊर्जा,renewable energy,noun,nature,नवीकरणीय ऊर्जा अनन्ता।,Renewable energy is infinite.
samarthanam,समर्थनम्,sustainability,noun,nature,समर्थनं धारणीयविकासः।,Sustainability is sustainable development.
krishi,kārī,कृषिकारी,farmer,noun,professions,कृषिकारी धान्यं वपति।
ekaḥ,एकः,one,numeral,numbers,एकः फलं अस्ति।,There is one fruit.
dvau,द्वौ,two,numeral,numbers,द्वौ पुस्तके अस्तः।,There are two books.
trayaḥ,त्रयः,three,numeral,numbers,त्रयः बालकाः सन्ति।,There are three boys.
catvāraḥ,चत्वारः,four,numeral,numbers,चत्वारः मार्गाः सन्ति।,There are four paths.
pañca,पञ्च,five,numeral,numbers,पञ्च अङ्गुलयः सन्ति।,There are five fingers.
ṣaṭ,षट्,six,numeral,numbers,षट् दिनानि सन्ति।,There are six days.
sapta,सप्त,seven,numeral,numbers,सप्त सप्ताहाः सन्ति।,There are seven weeks.
aṣṭa,अष्ट,eight,numeral,numbers,अष्ट दिक्काः सन्ति।,There are eight directions.
nava,नव,nine,numeral,numbers,नव ग्रहाः सन्ति।,There are nine planets.
daśa,दश,ten,numeral,numbers,दश अङ्गुलयः सन्ति।,There are ten fingers.
pustakam,पुस्तकम्,book,noun,object,पुस्तकं ज्ञानस्य भाण्डारम्।,A book is a storehouse of knowledge.
phurnīcharam,फुर्नीचरम्,furniture,noun,object,फुर्नीचरं गृहे उपयुज्यते।,Furniture is used in the house.
ṭebalam,टेबलम्,table,noun,object,टेबले पुस्तकं अस्ति।,The book is on the table.
āsanam,आसनम्,chair,noun,object,आसने उपविशतु।,Please sit on the chair.
sophā,सोफा,sofa,noun,object,सोफायां विश्रामः भवति।,Rest happens on the sofa.
śhayyā,शय्या,bed,noun,object,शय्यायां निद्रा भवति।,Sleep happens on the bed.
alamārī,अलमारी,wardrobe,noun,object,अलमार्यां वस्त्राणि सन्ति।,Clothes are in the wardrobe.
alamārī,अलमारी,cabinet,noun,object,अलमार्यां पात्राणि सन्ति।,Vessels are in the cabinet.
pustakagṛihaḥ,पुस्तकगृहः,bookshelf,noun,object,पुस्तकगृहे पुस्तकानि सन्ति।,Books are on the bookshelf.
dīpakaḥ,दीपकः,lamp,noun,object,दीपकः प्रकाशं ददाति।,Lamp gives light.
āvaraṇam,आवरणम्,rug,noun,object,आवरणं भूमिं शोभयति।,Rug decorates the floor.
pardā,पर्दा,curtain,noun,object,पर्दा वातं रुन्धति।,Curtain blocks the wind.
ābhāsaḥ,आभासः,mirror,noun,object,आभासे मुखं दृश्यते।,Face is seen in the mirror.
ghaṭikā,घटिका,clock,noun,object,घटिका समयं दर्शयति।,Clock shows time.
ghaṭakaḥ,घटकः,watch,noun,object,घटकः हस्ते बध्यते।,Watch is worn on the wrist.
pañchāṅgam,पञ्चाङ्गम्,calendar,noun,object,पञ्चाङ्गे तिथिः ज्ञायते।,Date is known from the calendar.
kreḍiṭakārḍaḥ,क्रेडिटकार्डः,credit card,noun,object,क्रेडिटकार्डः ऋणात्मकं भुक्तिम्।,Credit card is negative payment.
ḍebiṭakārḍaḥ,डेबिटकार्डः,debit card,noun,object,डेबिटकार्डः सीधा भुक्तिम्।,Debit card is direct payment.
borḍiṅgapāsaḥ,बोर्डिंगपासः,boarding pass,noun,object,बोर्डिंगपासः विमानारोहणप्रमाणम्।,Boarding pass is proof for plane boarding.
sāmānam,सामानम्,luggage,noun,object,सामानं यात्रासमग्री।,Luggage is travel belongings.
sūṭakesaḥ,सूटकेसः,suitcase,noun,object,सूटकेसे वस्त्राणि स्थाप्यन्ते।,Clothes are placed in a suitcase.
baikapaikaḥ,बैकपैकः,backpack,noun,object,बैकपैकः पृष्ठे बध्यते।,Backpack is worn on the back.
hastāvahanam,हस्तावहनम्,carry-on,noun,object,हस्तावहनं सूक्ष्मसामानम्।,Carry-on is small luggage.
pāsporṭaḥ,पासपोर्टः,passport,noun,object,पासपोर्टः देशप्रवेशप्रमाणम्।,Passport is proof for country entry.
janakaḥ,जनकः,parent,noun,person,जनकः गुरुः भवति।,A parent is a teacher.
śhiśhuḥ,शिशुः,child,noun,person,शिशुः क्रीडति।,The child plays.
naraḥ,नरः,man,noun,person,नरः कर्म करोति।,The man works.
nārī,नारी,woman,noun,person,नारी शिक्षयति।,The woman teaches.
bālaḥ,बालः,boy,noun,person,बालः धावति।,The boy runs.
bālikā,बालिका,girl,noun,person,बालिका नृत्यति।,The girl dances.
netā,नेता,leader,noun,person,नेता मार्गं दर्शयति।,The leader shows the way.
anuyāyī,अनुयायी,follower,noun,person,अनुयायी अनुसरति।,The follower follows.
śhramikaḥ,श्रमिकः,worker,noun,person,श्रमिकः निर्माणं करोति।,The worker constructs.
niyoktā,नियोक्ता,employer,noun,person,नियोक्ता वेतनं ददाति।,The employer gives salary.
karmachārī,कर्मचारी,employee,noun,person,कर्मचारी कार्यं करोति।,The employee does work.
vīraḥ,वीरः,hero,noun,person,वीरः साहसिकः भवति।,The hero is brave.
vīraṅganā,वीरङ्गना,heroine,noun,person,वीरङ्गना धैर्यवती भवति।,The heroine is courageous.
duṣhṭātmā,दुष्टात्मा,villain,noun,person,दुष्टात्मा कपटी भवति।,The villain is deceitful.
lekhakaḥ,लेखकः,author,noun,person,लेखकः कथां रचयति।,The author composes the story.
kaviḥ,कविः,poet,noun,person,कविः काव्यं लिखति।,The poet writes poetry.
nāṭakakāraḥ,नाटककारः,playwright,noun,person,नाटककारः नाटकं रचयति।,The playwright writes a play.
samālochakaḥ,समालोचकः,critic,noun,person,समालोचकः गुणदोषौ वदति।,The critic states merits and flaws.
pujārī,पुजारी,priest,noun,person,पुजारी पूजां करोति।,The priest performs worship.
bhikṣhuḥ,भिक्षुः,monk,noun,person,भिक्षुः त्यागी भवति।,The monk is renounced.
bhikṣhuṇī,भिक्षुणी,nun,noun,person,भिक्षुणी सेवां करोति।,The nun serves.
santaḥ,संतः,saint,noun,person,संतः पवित्रः भवति।,The saint is holy.
pravaktā,प्रवक्ता,prophet,noun,person,प्रवक्ता दैविकं सन्देशं वहति।,The prophet carries a divine message.
mānavaḥ,मानवः,human,noun,person,मानवः बुद्धिमान्।,A human is intelligent.
sahakartā,सहकर्ता,colleague,noun,person,सहकर्ता समानकार्ये लग्नः।,Colleague is engaged in same work.
upasthāpakaḥ,उपस्थापकः,boss,noun,person,उपस्थापकः नेतृत्वं करोति।,Boss does leadership.
udyamī,उद्यमी,entrepreneur,noun,person,उद्यमी स्वयं व्यवसायं सृजति।,Entrepreneur creates his own business.
grāhakaḥ,ग्राहकः,client,noun,person,ग्राहकः सेवां प्राप्नोति।,Client receives service.
upabhoktā,उपभोक्ता,customer,noun,person,उपभोक्ता वस्तूनि क्रीणाति।,Customer buys goods.
sahadhārakaḥ,सहधारकः,shareholder,noun,person,सहधारकः अंशधारी।,Shareholder is a stockholder.
mukhyakāryakārī,मुख्यकार्यकारी,CEO,noun,person,मुख्यकार्यकारी प्रमुखः अधिकारी।,CEO is the chief officer.
vittadhikārī,वित्तधिकारी,CFO,noun,person,वित्तधिकारी वित्तीयप्रमुखः।,CFO is the chief financial officer.
vaidyaḥ,वैद्यः,doctor,noun,person,वैद्यः रोगं चिकित्सति।,Doctor treats disease.
davāstādhyakṣhaḥ,दवास्ताध्यक्षः,nurse,noun,person,दवास्ताध्यक्षः सेवां करोति।,Nurse serves.
dantachikitsakaḥ,दन्तचिकित्सकः,dentist,noun,person,दन्तचिकित्सकः दन्तान् रक्षति।,Dentist protects teeth.
auṣhadhagrāhakaḥ,औषधग्राहकः,pharmacist,noun,person,औषधग्राहकः औषधं ददाति।,Pharmacist gives medicine.
baiṅkaḥ,बैंकः,bank,noun,place,बैंके धनं सुरक्षितम्।,Money is safe in the bank.
apaṇam,अपणम्,market,noun,place,अपणे सर्वं लभ्यते।,Everything is available in the market.
apaṇi,अपणि,shop,noun,place,अपणौ वस्त्राणि सन्ति।,There are clothes in the shop.
vidyālayaḥ,विद्यालयः,school,noun,place,विद्यालये विद्या दीयते।,Knowledge is imparted at school.
mahāvidyālayaḥ,महाविद्यालयः,college,noun,place,महाविद्यालयः उच्चशिक्षायै।,College is for higher education.
viśhvavidyālayaḥ,विश्वविद्यालयः,university,noun,place,विश्वविद्यालये बहवः विषयाः।,There are many subjects at the university.
pustakālayaḥ,पुस्तकालयः,library,noun,place,पुस्तकालये शान्तिः अस्ति।,There is peace in the library.
nāṭyaśhālā,नाट्यशाला,theatre,noun,place,नाट्यशालायां नाटकं भवति।,A play occurs in the theatre.
mandiram,मन्दिरम्,temple,noun,place,मन्दिरे पूजा भवति।,Worship happens in the temple.
girjāgharam,गिर्जाघरम्,church,noun,place,गिर्जाघरे प्रार्थना भवति।,Prayer happens in the church.
masjid,मस्जिद्,mosque,noun,place,मस्जिदे नमाज् भवति।,Namaz happens in the mosque.
yahūdīmandiram,यहूदीमन्दिरम्,synagogue,noun,place,यहूदीमन्दिरे उपासना भवति।,Worship happens in the synagogue.
maṭhaḥ,मठः,monastery,noun,place,मठे साधवः निवसन्ति।,Saints live in the monastery.
sarovaraḥ,सरोवरः,lake,noun,place,सरोवरे जलं स्थिरम्।,Water is still in a lake.
samudraḥ,समुद्रः,sea,noun,place,समुद्रः विशालः भवति।,The sea is vast.
āvāsaḥ,आवासः,home,noun,place,आवासः सुखस्य केन्द्रम्।,Home is the center of happiness.
apārṭamenṭaḥ,अपार्टमेन्टः,apartment,noun,place,अपार्टमेन्टः बहुतलगृहम्।,Apartment is a multi-story house.
kakṣhaḥ,कक्षः,room,noun,place,कक्षः विश्रामस्थानम्।,Room is a place of rest.
śhayanakakṣhaḥ,शयनकक्षः,bedroom,noun,place,शयनकक्षे शय्या अस्ति।,There is a bed in the bedroom.
āvāsakakṣhaḥ,आवासकक्षः,living room,noun,place,आवासकक्षे कुटुम्बं मिलति।,The family meets in the living room.
pākaśhālā,पाकशाला,kitchen,noun,place,पाकशालायां भोजनं पच्यते।,Food is cooked in the kitchen.
snānakakṣhaḥ,स्नानकक्षः,bathroom,noun,place,स्नानकक्षे स्नानं भवति।,Bathing happens in the bathroom.
śhauchālayam,शौचालयम्,toilet,noun,place,शौचालयम् स्वच्छतायै।,Toilet is for cleanliness.
adhogṛihaḥ,अधोगृहः,basement,noun,place,अधोगृहे वस्तूनि सङ्गृह्यन्ते।,Things are stored in the basement.
śhikhārālayaḥ,शिखरालयः,attic,noun,place,शिखरालये पुरातनवस्तूनि।,Old things are in the attic.
chhattaḥ,छत्तः,roof,noun,place,छत्तः गृहस्य आवरणम्।,Roof is the cover of the house.
bhittiḥ,भित्तिः,wall,noun,place,भित्तिः गृहं धारयति।,The wall supports the house.
vihāraḥ,विहारः,window,noun,place,विहारतः प्रकाशः आगच्छति।,Light comes from the window.
bhūmiḥ,भूमिः,floor,noun,place,भूमिः कठिना अस्ति।,The floor is hard.
chhattaḥ,छत्तः,ceiling,noun,place,छत्तः उपरि अस्ति।,The ceiling is above.
aspatālam,अस्पतालम्,hospital,noun,place,अस्पताले रुग्णाः चिकित्स्यन्ते।,Patients are treated in the hospital.
chikitsālayam,चिकित्सालयः,clinic,noun,place,चिकित्सालये लघुचिकित्सा।,Minor treatment in a clinic.
gr̥ham,गृहं,house,noun,place,गृहं सुरक्षितं अस्ति।,House is safe.
nagaraṃ,नगरं,city,noun,place,नगरं महान् अस्ति।,City is big.
grāmaḥ,ग्रामः,village,noun,place,ग्रामः शान्तः अस्ति।,Village is peaceful.
deśaḥ,देशः,country,noun,place,देशः स्वतन्त्रः अस्ति।,Country is free.
mārgaḥ,मार्गः,road,noun,place,मार्गः दीर्घः अस्ति।,Road is long.
setuḥ,सेतुः,bridge,noun,place,सेतुः नदीं तरति।,Bridge crosses river.
dvāram,द्वारं,door,noun,place,द्वारं उद्घाट्यते।,Door is opened.
gopuraṃ,गोपुरं,gate,noun,place,गोपुरं उन्नतं अस्ति।,Gate is tall.
prāṅgaṇaṃ,प्राङ्गणं,courtyard,noun,place,प्राङ्गणं विशालं अस्ति।,Courtyard is spacious.
śālā,शाला,hall,noun,place,शाला सभायै अस्ति।,Hall is for assembly.
upavanaṃ,उपवनं,park,noun,place,उपवनं रमणीयं अस्ति।,Park is beautiful.
sthānaṃ,स्थानं,place,noun,place,स्थानं उचितं अस्ति।,Place is appropriate.
pūrvaḥ,पूर्वः,east,direction,place,पूर्वः सूर्योदयः अस्ति।,East has sunrise.
paścimaḥ,पश्चिमः,west,direction,place,पश्चिमः सूर्यास्तः अस्ति।,West has sunset.
uttaraḥ,उत्तरः,north,direction,place,उत्तरः हिमालयः अस्ति।,North has Himalayas.
dakṣiṇaḥ,दक्षिणः,south,direction,place,दक्षिणः समुद्रः अस्ति।,South has ocean.
ūrdhvaṃ,ऊर्ध्वं,up,direction,place,ऊर्ध्वं आकाशः अस्ति।,Up is sky.
adhaḥ,अधः,down,direction,place,अधः पातालं अस्ति।,Down is underworld.
samīpaṃ,समीपं,near,direction,place,समीपं वृक्षः अस्ति।,Tree is near.
dūraṃ,दूरं,far,direction,place,दूरं पर्वतः अस्ति।,Mountain is far.
parṇam,पर्णम्,leaf,noun,plant,पर्णं हरितवर्णम्।,A leaf is green.
oṣadhī,ओषधी,medicinal plant,noun,plants,ओषधी रोगं निवारयति।,Medicinal plant prevents disease.
latā,लता,creeper,noun,plants,लता वृक्षं आरोहति।,Creeper climbs tree.
guḍūcī,गुडूची,heart-leaved moonseed,noun,plants,गुडूची ज्वरं हरति।,Guduchi removes fever.
tulasi,तुलसी,holy basil,noun,plants,तुलसी पूजायां उपयुज्यते।,Tulsi is used in worship.
śatahvā,शतह्वा,asparagus,noun,plants,शतह्वा बलं वर्धयति।,Shatavari increases strength.
brāhmī,ब्राह्मी,water hyssop,noun,plants,ब्राह्मी स्मृतिं वर्धयति।,Brahmi improves memory.
haridrā,हरिद्रा,turmeric,noun,plants,हरिद्रा व्रणं रोपयति।,Turmeric heals wounds.
nimba,निम्ब,neem,noun,plants,निम्बः कृमीन् नाशयति।,Neem destroys worms.
śigru,शिग्रु,drumstick,noun,plants,शिग्रुः पत्राणि पुष्टिकराणि।,Drumstick leaves are nutritious.
palāśa,पलाश,flame of forest,noun,plants,पलाशः पुष्पाणि रक्तानि।,Palash has red flowers.
anugṛihāṇi,अनुगृहाणि,excuse me,interjection,politeness,अनुगृहाणि, मार्गं ददातु।
ādarāt,आदरात्,with respect,adverb,politeness,आदरात् वदति।,He speaks with respect.
vinayena,विनयेन,humbly,adverb,politeness,विनयेन निवेदयति।,He submits humbly.
śraddhayā,श्रद्धया,with devotion,adverb,politeness,श्रद्धया सेवा करोति।,He serves with devotion.
sauśīlyaṃ,सौशील्यं,courtesy,noun,politeness,सौशील्यं श्रेष्ठं गुणः।,Courtesy is excellent quality.
mārdavam,मार्दवम्,gentleness,noun,politeness,मार्दवेन वाक्यं श्राव्यते।,Speech is heard with gentleness.
sammānam,सम्मानम्,respect,noun,politeness,सम्मानं सर्वे इच्छन्ति।,Everyone desires respect.
sarkāraḥ,सरकारः,government,noun,politics,सरकारः राज्यप्रशासनम्।,Government is state administration.
rājanītiḥ,राजनीतिः,politics,noun,politics,राजनीतिः शासनकला।,Politics is the art of governance.
lokatantram,लोकतन्त्रः,democracy,noun,politics,लोकतन्त्रं जनताशासनम्।,Democracy is rule by the people.
tantrādhipatyam,तंत्राधिपत्यम्,dictatorship,noun,politics,तंत्राधिपत्यम् एकस्य शासनम्।,Dictatorship is rule by one.
rājavaṁśaśāsanam,राजवंशशासनम्,monarchy,noun,politics,राजवंशशासनं राजपरिवारशासनम्।,Monarchy is rule by a royal family.
gaṇarājyam,गणराज्यम्,republic,noun,politics,गणराज्यं प्रतिनिधिशासनम्।,Republic is representative rule.
chunāvaḥ,चुनावः,election,noun,politics,चुनावः नेतृत्वनिर्वाचनम्।,Election is leadership selection.
matadānam,मतदानम्,voting,noun,politics,मतदानं मतप्रदानम्।,Voting is giving vote.
bailaṭaḥ,बैलटः,ballot,noun,politics,बैलटः मतपत्रिका।,Ballot is voting paper.
ummedavāraḥ,उम्मीदवारः,candidate,noun,politics,उम्मीदवारः निर्वाचनप्रत्याशी।,Candidate is election aspirant.
pakṣhaḥ,पक्षः,party,noun,politics,पक्षः राजनीतिकसंगठनम्।,Party is a political organization.
sarkārīkarmachārī,सरकारीकर्मचारी,government official,noun,politics,सरकारीकर्मचारी सरकारे कार्यं करोति।,Government official works in government.
maṁtrī,मंत्री,minister,noun,politics,मंत्री विभागस्य प्रमुखः।,Minister is head of a department.
rāṣhṭrapatiḥ,राष्ट्रपतिः,president,noun,politics,राष्ट्रपतिः देशस्य प्रमुखः।,President is head of the country.
uparāṣhṭrapatiḥ,उपराष्ट्रपतिः,vice president,noun,politics,उपराष्ट्रपतिः सहायकप्रमुखः।,Vice president is assistant head.
sīneṭaraḥ,सीनेटरः,senator,noun,politics,सीनेटरः उच्चसदस्यः।,Senator is an upper house member.
kāṅgresasadasyaḥ,कांग्रेससदस्यः,congressman,noun,politics,कांग्रेससदस्यः विधायकसदस्यः।,Congressman is a legislative member.
pratinidhiḥ,प्रतिनिधिः,representative,noun,politics,प्रतिनिधिः जनप्रतिनिधिः।,Representative is people's representative.
mahāpauraḥ,महापौरः,mayor,noun,politics,महापौरः नगरप्रमुखः।,Mayor is head of the city.
rājyapālaḥ,राज्यपालः,governor,noun,politics,राज्यपालः राज्यप्रमुखः।,Governor is head of the state.
kūṭanītiḥ,कूटनीतिः,diplomacy,noun,politics,कूटनीतिः अन्तर्राष्ट्रीयसम्बन्धकला।,Diplomacy is the art of international relations.
dūtāvāsaḥ,दूतावासः,embassy,noun,politics,दूतावासः परदेशप्रतिनिधित्वम्।,Embassy is foreign representation.
pardeśhanītiḥ,परदेशनीतिः,foreign policy,noun,politics,परदेशनीतिः विदेशसम्बन्धनियमाः।,Foreign policy is rules for foreign relations.
antarrāṣhṭrīya saṁbandha,अन्तर्राष्ट्रीय संबंध,international relations,noun,politics,अन्तर्राष्ट्रीय संबंध देशानां मैत्री।,International relations is friendship of countries.
saṁdhiḥ,संधिः,treaty,noun,politics,संधिः द्विदेशीयसमझौता।,Treaty is bilateral agreement.
sainyavyavasthā,सैन्यव्यवस्था,military,noun,politics,सैन्यव्यवस्था सैनिकसंघटनम्।,Military is military organization.
senā,सेना,army,noun,politics,सेना स्थलसैन्यम्।,Army is land military.
nausenā,नौसेना,navy,noun,politics,नौसेना जलसैन्यम्।,Navy is water military.
vāyusenā,वायुसेना,air force,noun,politics,वायुसेना आकाशसैन्यम्।,Air force is sky military.
ātaṅkavādaḥ,आतंकवादः,terrorism,noun,politics,आतंकवादः भयप्रसारः।,Terrorism is spread of fear.
avalokanam,अवलोकनम्,surveillance,noun,politics,अवलोकनं निरीक्षणम्।,Surveillance is observation.
pūrve,पूर्वे,before,preposition,prepositions,गृहस्य पूर्वे वृक्षः अस्ति।,There is a tree before the house.
paśchāt,पश्चात्,after,preposition,prepositions,भोजनस्य पश्चात् विश्रामः।,Rest after food.
madhye,मध्ये,among,preposition,prepositions,वृक्षाणां मध्ये पुष्पम् अस्ति।,There is a flower among trees.
sākam,साकम्,with,preposition,prepositions,अहं मित्रेण साकम् गच्छामि।,I go with friend.
vinā,विना,without,preposition,prepositions,जलं विना जीवनं न।,No life without water.
kumbhakāraḥ,कुम्भकारः,potter,noun,professions,कुम्भकारः घटं निर्माति।,Potter makes pot.
sūtraḍhāraḥ,सूत्रधारः,architect,noun,professions,सूत्रधारः भवनं रचयति।,Architect designs building.
śilpī,शिल्पी,craftsman,noun,professions,शिल्पी सुन्दरं कलाकृति निर्माति।,Craftsman makes beautiful artifact.
vanij,वणिज्,merchant,noun,professions,वणिक् वस्तूनि विक्रीणाति।,Merchant sells goods.
śāstṛ,शास्तृ,scholar,noun,professions,शास्ता विद्यां प्रकाशयति।,Scholar illuminates knowledge.
nṛtyakāraḥ,नृत्यकारः,dancer,noun,professions,नृत्यकारः नृत्यं प्रदर्शयति।,Dancer performs dance.
gaṇakāraḥ,गणकारः,mathematician,noun,professions,गणकारः संख्याः जानाति।,Mathematician knows numbers.
yūyam,यूयम्,you all,pronoun,pronouns,यूयं कुत्र गच्छथ?,Where do you all go?
mahān,महान्,great,adjective,quality,महान् पुरुषः अस्ति।,He is great man.
sundaram,सुन्दरं,beautiful,adjective,quality,सुन्दरं कन्या अस्ति।,Girl is beautiful.
satyaḥ,सत्यः,truthful,adjective,quality,सत्यः मार्गः अस्ति।,Path is truthful.
dhīraḥ,धीरः,brave,adjective,quality,धीरः योद्धा अस्ति।,Warrior is brave.
śāntaḥ,शान्तः,peaceful,adjective,quality,शान्तः मनः अस्ति।,Mind is peaceful.
dhanī,धनी,rich,adjective,quality,धनी व्यक्तिः अस्ति।,Person is rich.
daridraḥ,दरिद्रः,poor,adjective,quality,दरिद्रः जनः अस्ति।,Person is poor.
buddhimān,बुद्धिमान्,wise,adjective,quality,बुद्धिमान् पण्डितः अस्ति।,Scholar is wise.
mūrkhaḥ,मूर्खः,foolish,adjective,quality,मूर्खः नरः अस्ति।,Man is foolish.
balavān,बलवान्,strong,adjective,quality,बलवान् सिंहः अस्ति।,Lion is strong.
durbalaḥ,दुर्बलः,weak,adjective,quality,दुर्बलः रोगी अस्ति।,Patient is weak.
ugraḥ,उग्रः,fierce,adjective,quality,उग्रः व्याघ्रः अस्ति।,Tiger is fierce.
saṃkhyā,संख्या,number,noun,quantity,संख्या बहु अस्ति।,The number is many।
bahūni,बहूनि,many,adjective,quantity,बहूनि जनाः आगताः।,Many people came।
alpa,अल्प,few,adjective,quantity,अल्पं धनं अस्ति।,There is little money।
ardha,अर्ध,half,adjective,quantity,अर्धं फलं खादति।,He eats half fruit।
śūnya,शून्य,zero,adjective,quantity,शून्यं फलं नास्ति।,There is zero fruit。
kah,कः,who,pronoun,question,कः अत्र अस्ति?,Who is here?
kim,किम्,what,pronoun,question,किम् तत्?,What is that?
kutra,कुत्र,where,adverb,question,त्वं कुत्र गच्छसि?,Where are you going?
kadā,कदा,when,adverb,question,कदा त्वं आगच्छसि?,When will you come?
kimartham,किमर्थम्,why,adverb,question,किमर्थं त्वं रोदिषि?,Why are you crying?
katham,कथम्,how,adverb,question,कथम् एतत्?,How is this?
katamah,कतमः,which,pronoun,question,कतमं पुस्तकम्?,Which book?
sakhā,सखा,companion,noun,relationships,सखा सह पठति।,Companion studies together.
snehaḥ,स्नेहः,affection,noun,relationships,स्नेहः हृदयस्य भावः।,Affection is emotion of heart.
vairi,वैरि,rival,noun,relationships,वैरिणा स्पर्धा भवति।,There is competition with rival.
viyogaḥ,वियोगः,separation,noun,relationships,वियोगः दुःखदः भवति।,Separation becomes sorrowful.
īśhvaraḥ,ईश्वरः,god,noun,religion,ईश्वरः सृष्टिकर्ता।,God is the creator.
devī,देवी,goddess,noun,religion,देवी शक्तिस्वरूपा।,The goddess is the form of energy.
devatā,देवता,deity,noun,religion,देवता पूज्या भवति।,A deity is worshipped.
pavitram,पवित्रम्,holy,adjective,religion,पवित्रं स्थानम्।,A holy place.
puṇyam,पुण्यम्,sacred,adjective,religion,पुण्यं कर्म।,A sacred deed.
devadūtaḥ,देवदूतः,angel,noun,religion,देवदूतः दैविकः दूतः।,An angel is a divine messenger.
asuraḥ,असुरः,demon,noun,religion,असुरः दुष्टः भवति।,A demon is evil.
anugṛihīta,अनुगृहीत,kindly,particle,requests,अनुगृहीत उपविशतु।,Kindly sit.
sauśīlyāt,सौशील्यात्,with courtesy,particle,requests,सौशील्यात् पुनः वदतु।,Please say again with courtesy.
yadi śakyam,यदि शक्यम्,if possible,particle,requests,यदि शक्यम् तर्हि आगच्छतु।,If possible then please come.
mahimā,महिमा,graciously,particle,requests,महिमा सहायं कुरु।,Graciously help.
dayayā,दयया,with mercy,particle,requests,दयया क्षम्यताम्।,Please forgive with mercy.
anumatyā,अनुमत्या,with permission,particle,requests,अनुमत्या प्रवेशं ददातु।,Please give entry with permission.
śraddhayā,श्रद्धया,with faith,particle,requests,श्रद्धया गृह्णीतु।,Please accept with faith.
prārthayāmi,प्रार्थयामि,I request,phrase,requests,अहं प्रार्थयामि त्वं सहायं कुरु।,I request you to help.
mārgaḥ,मार्गः,way,noun,roads,मार्गः समीपे अस्ति।,Way is nearby।
rathyā,रथ्या,street,noun,roads,रथ्यायां वणिजः सन्ति।,There are merchants on street।
sopāna,सोपान,stairs,noun,roads,सोपानैः उपरि गच्छति।,He goes up by stairs।
saṅkrama,सङ्क्रम,crossing,noun,roads,सङ्क्रमे सावधानं भव।,Be careful at crossing。
praveśa,प्रवेश,entry,noun,roads,प्रवेशः उद्यानस्य।,Entry of garden।
nirgama,निर्गम,exit,noun,roads,निर्गमः विद्यालयस्य।,Exit of school।
sīmā,सीमा,boundary,noun,roads,सीमायां चिह्नं अस्ति।,There is mark at boundary。
lekhani,लेखनी,pen,noun,school,लेखन्या लेखः लिख्यते।,Writing is written with pen.
masi,मसि,ink,noun,school,मस्या अक्षराणि लिख्यन्ते।,Letters are written with ink.
patraṃ,पत्रं,slate,noun,school,पत्रे अभ्यासः क्रियते।,Practice is done on slate.
khaḍaḥ,खडः,chalk,noun,school,खडेन पट्टिकायां लिख्यते।,Writing is done on board with chalk.
gomayaṃ,गोमयं,eraser,noun,school,गोमयेन लेखः मार्ज्यते।,Writing is erased with eraser.
gaṇanam,गणनं,arithmetic,noun,school,गणनं व्यवहारे उपयुज्यते।,Arithmetic is used in transactions.
